Status,Age_Group,Education,Industry,Location,Ai_Risk,Years_Of_Experience,Monthly_Salary_(Inr),Year,Month,Day
0,2,6,1,4,1,22,48400,2026,1,5
1,5,0,5,0,1,23,98800,2026,1,7
0,4,5,5,1,1,23,34300,2026,1,8
1,2,3,1,0,0,23,118100,2026,1,9
0,2,7,7,5,3,15,48400,2026,1,12
0,2,4,1,6,0,13,14500,2026,1,15
0,2,2,2,3,2,16,31900,2026,1,16
1,2,4,5,2,1,19,14100,2026,1,19
1,3,1,7,6,1,23,7600,2026,1,20
1,0,2,4,4,2,13,57500,2026,1,21
0,0,6,3,2,1,14,130100,2026,1,23
1,0,5,6,5,0,15,45200,2026,1,24
1,3,2,1,4,0,17,149900,2026,1,26
0,3,3,5,1,0,18,47800,2026,1,27
1,1,3,2,3,1,19,76800,2026,1,28
0,4,4,7,3,0,19,75900,2026,1,31
1,1,0,5,2,2,22,82600,2026,2,1
0,4,1,7,0,3,26,69200,2026,2,2
1,2,7,3,2,0,26,128300,2026,2,3
0,2,3,5,4,0,30,78100,2026,2,8
1,5,2,3,0,1,22,36800,2026,2,9
0,2,6,6,1,0,29,84500,2026,2,10
0,2,7,4,6,0,24,100900,2026,2,11
1,1,3,4,3,2,20,57100,2026,2,12
1,3,1,6,6,2,15,13300,2026,2,13
0,0,5,2,4,1,11,65100,2026,2,14
1,2,4,2,2,1,19,139900,2026,2,15
1,3,8,0,3,1,9,86900,2026,2,20
1,1,8,3,1,1,7,21700,2026,2,21
0,5,4,3,4,2,4,40866,2026,2,22
0,0,6,6,2,1,5,62700,2026,2,25
1,4,0,7,6,0,11,141400,2026,2,26
1,5,8,0,2,1,22,44000,2026,2,28
1,5,0,6,4,0,11,62200,2026,3,1
0,1,0,5,1,2,17,120600,2026,3,4
0,2,8,7,5,2,26,38900,2026,3,5
0,4,8,6,0,0,21,46050,2026,3,6
1,5,0,5,6,0,16,53200,2026,3,7
0,1,4,0,6,0,23,76500,2026,3,9
1,3,1,2,5,3,27,65100,2026,3,10
1,0,4,0,3,0,24,107300,2026,3,11
1,1,6,6,6,2,5,122000,2026,3,12
1,3,4,4,0,2,12,60800,2026,3,13
0,3,6,0,3,1,19,61800,2026,3,14
0,3,5,5,6,0,18,62800,2026,3,15
1,1,8,4,5,0,16,148400,2026,3,17
0,4,2,0,6,0,15,98600,2026,3,18
0,4,8,4,4,3,3,84050,2026,3,20
0,2,3,4,1,0,11,7900,2026,3,23
1,5,4,4,1,0,14,34400,2026,3,24
1,5,5,3,4,0,17,73200,2026,3,25
0,4,5,7,1,0,14,107100,2026,3,26
1,2,4,7,6,1,12,11500,2026,3,27
1,1,6,7,2,1,10,52650,2026,3,28
0,2,5,5,5,1,12,33400,2026,3,31
1,5,6,6,1,0,18,42700,2026,4,1
1,2,7,2,2,3,12,56566,2026,4,5
0,5,6,7,5,1,30,129400,2026,4,8
0,1,3,5,3,0,14,37500,2026,4,11
0,5,7,2,3,3,14,40600,2026,4,12
1,0,3,0,4,3,3,77800,2026,4,14
1,3,7,4,4,1,5,43100,2026,4,15
0,3,4,5,0,3,16,105100,2026,4,19
0,0,4,7,0,3,20,54400,2026,4,21
0,3,3,1,4,0,7,137000,2026,4,24
1,4,2,3,5,3,14,144900,2026,4,25
0,3,6,7,5,3,30,149800,2026,4,26
0,5,1,5,0,3,27,81300,2026,4,27
0,2,6,3,3,2,25,108100,2026,4,28
0,1,6,5,3,0,23,134900,2026,4,29
0,3,4,4,4,0,20,100000,2026,4,30
0,5,3,6,6,0,17,27500,2026,5,4
1,3,6,6,4,0,12,102500,2026,5,5
1,4,5,2,3,0,25,78200,2026,5,7
1,1,7,6,3,2,11,93000,2026,5,9
1,2,5,5,0,1,26,28900,2026,5,11
1,3,0,3,2,0,28,52200,2026,5,12
1,4,0,3,0,0,20,125800,2026,5,17
0,2,1,3,0,3,15,65800,2026,5,19
0,3,4,6,1,1,6,15200,2026,5,21
1,2,4,0,6,1,11,96200,2026,5,23
0,0,3,4,4,1,6,105600,2026,5,26
1,1,0,5,3,0,29,139800,2026,5,27
0,4,2,0,6,2,1,85400,2026,6,1
1,0,0,5,6,1,17,58300,2026,6,3
1,2,3,3,3,2,27,66100,2026,6,6
0,4,5,6,4,0,16,63450,2026,6,8
0,1,3,4,2,1,6,76033,2026,6,12
0,3,8,6,0,1,12,55750,2026,6,18
1,4,3,5,4,0,15,15000,2026,6,22
0,5,3,4,1,0,4,6100,2026,6,24
0,5,3,7,6,3,10,90200,2026,6,26
0,2,8,1,4,1,7,33600,2026,6,27
0,5,5,4,2,1,4,69300,2026,6,28
0,2,3,2,6,1,18,55700,2026,6,29
1,2,8,4,6,2,21,30500,2026,7,2
1,4,2,3,6,0,19,137200,2026,7,4
1,0,2,3,6,0,19,85066,2026,7,6
1,2,4,2,3,1,19,143000,2026,7,8
0,3,1,0,4,0,19,9600,2026,7,9
1,2,7,2,6,2,1,74950,2026,7,11
1,0,7,5,3,0,3,81700,2026,7,12
1,0,2,0,3,2,5,104700,2026,7,13
0,4,3,5,5,2,5,36000,2026,7,14
1,3,5,3,6,0,5,40833,2026,7,15
1,2,2,0,1,3,25,101200,2026,7,20
0,4,2,5,6,0,4,8400,2026,7,22
0,0,3,6,4,0,3,10700,2026,7,23
1,2,1,5,6,0,2,56700,2026,7,24
1,2,5,5,1,0,2,87600,2026,7,27
1,3,7,4,0,0,12,49000,2026,7,29
1,2,6,1,1,1,16,49200,2026,7,30
0,1,3,7,1,3,21,63233,2026,8,1
0,4,5,6,6,0,25,94766,2026,8,2
0,2,3,6,6,1,11,126300,2026,8,3
1,5,6,5,2,1,7,65800,2026,8,5
0,5,8,3,5,2,10,77300,2026,8,6
0,1,7,7,5,0,10,100300,2026,8,8
0,0,3,7,3,1,10,51800,2026,8,12
1,3,5,3,1,1,23,24500,2026,8,15
0,0,8,3,0,2,17,137000,2026,8,18
0,3,7,6,3,1,14,69800,2026,8,20
1,2,3,5,6,1,10,78100,2026,8,24
1,3,1,7,1,0,16,12500,2026,8,27
0,5,2,0,3,1,19,74350,2026,8,30
1,0,1,2,6,0,21,100700,2026,9,1
1,2,0,6,3,3,11,92000,2026,9,3
1,5,6,0,4,3,18,12700,2026,9,5
0,4,2,7,5,0,18,44400,2026,9,6
1,1,4,4,4,1,8,116200,2026,9,7
1,3,2,0,3,0,5,85566,2026,9,10
1,3,4,5,1,0,3,88100,2026,9,14
0,2,6,2,0,0,10,82966,2026,9,15
1,4,0,4,4,3,13,72700,2026,9,17
0,4,5,4,1,0,16,27300,2026,9,18
1,0,1,5,6,0,26,127000,2026,9,19
1,2,3,2,6,1,20,57900,2026,9,20
1,4,3,4,0,2,8,42200,2026,9,22
1,0,8,4,1,3,20,45600,2026,9,23
0,2,5,5,3,1,9,19100,2026,9,25
1,1,6,0,1,3,12,38033,2026,9,26
0,5,2,2,0,1,15,56966,2026,9,27
1,0,7,5,1,2,18,75900,2026,9,28
0,2,6,5,3,1,20,131100,2026,10,1
1,1,2,2,1,2,20,128600,2026,10,2
0,2,4,1,1,0,22,71500,2026,10,4
0,4,8,4,3,2,5,75400,2026,10,6
1,1,0,6,1,1,28,39500,2026,10,8
1,2,0,0,4,1,24,90200,2026,10,10
0,5,0,5,3,1,22,135200,2026,10,11
0,0,2,0,4,1,20,96900,2026,10,13
0,5,7,2,3,1,17,114400,2026,10,17
0,1,2,3,6,0,13,118000,2026,10,18
1,0,3,1,0,2,9,68950,2026,10,19
0,5,8,5,5,2,5,19900,2026,10,20
0,2,3,5,3,1,5,133700,2026,10,22
1,2,7,5,6,2,4,97850,2026,10,23
0,1,3,5,6,3,20,15600,2026,10,28
0,4,4,3,2,0,23,12600,2026,10,29
1,1,3,7,5,3,30,52100,2026,10,31
1,5,1,0,0,0,30,18500,2026,11,1
1,1,1,3,0,1,30,95300,2026,11,2
0,3,0,3,4,1,10,66500,2026,11,5
1,4,4,3,1,0,18,74800,2026,11,8
1,2,8,6,5,0,14,77850,2026,11,10
0,2,7,4,5,0,8,45700,2026,11,14
1,0,3,2,6,1,7,44000,2026,11,15
1,1,4,7,3,2,7,126100,2026,11,16
1,0,3,1,5,1,6,133800,2026,11,17
1,0,4,4,6,2,5,9700,2026,11,19
1,3,3,5,4,1,5,63300,2026,11,21
1,0,3,2,3,1,24,83600,2026,11,24
1,1,0,6,5,0,18,116100,2026,11,27
1,0,7,3,4,1,24,122900,2026,11,28
0,2,5,2,2,3,22,11500,2026,12,3
1,2,3,6,0,1,30,103900,2026,12,5
0,1,6,6,2,0,15,44900,2026,12,7
1,2,3,1,5,1,30,19300,2026,12,9
0,2,2,2,1,3,30,11700,2026,12,10
1,0,6,0,2,2,30,143100,2026,12,12
0,4,2,7,0,0,30,109500,2026,12,14
0,0,2,1,3,0,28,124100,2026,12,15
0,5,6,4,6,0,3,58300,2026,12,17
1,1,4,0,0,1,5,95250,2026,12,18
1,5,2,5,3,3,4,132200,2026,12,19
1,1,6,6,5,0,3,136850,2026,12,20
1,3,8,4,6,3,10,142300,2026,12,22
0,1,1,6,0,3,8,124850,2026,12,23
0,0,8,6,0,0,7,107400,2026,12,24
0,4,3,5,6,1,12,113500,2026,12,29
0,2,0,7,1,1,29,146700,2026,12,31
0,2,5,6,2,0,24,27900,2027,1,2
0,4,7,4,6,1,4,39700,2027,1,3
1,3,5,5,0,1,2,32800,2027,1,5
0,2,4,5,0,3,4,97900,2027,1,6
0,1,4,2,4,1,27,61300,2027,1,9
1,2,0,5,0,0,18,90300,2027,1,10
1,0,0,2,5,0,14,119300,2027,1,11
1,5,3,4,6,1,16,37400,2027,1,14
0,0,8,3,5,2,20,52300,2027,1,18
1,4,2,5,6,1,17,147000,2027,1,19
1,2,4,1,6,1,14,112800,2027,1,20
0,5,6,5,6,0,16,78600,2027,1,21
1,1,8,6,3,1,19,96600,2027,1,22
1,2,3,5,5,0,22,114600,2027,1,23
1,3,1,1,6,1,18,135700,2027,1,27
1,4,6,7,0,0,21,112400,2027,1,28
1,2,3,4,3,1,18,20700,2027,1,29
0,4,3,6,5,0,17,50100,2027,1,31
0,1,1,1,4,0,26,113400,2027,2,4
0,0,0,5,1,3,27,136600,2027,2,6
0,1,1,2,5,2,22,8400,2027,2,7
0,2,1,5,6,1,18,143900,2027,2,8
0,3,1,6,2,0,30,9400,2027,2,9
1,2,5,5,6,0,11,66000,2027,2,12
1,5,4,5,6,1,17,99200,2027,2,14
1,4,6,5,4,1,20,36100,2027,2,18
1,0,3,7,2,0,24,47300,2027,2,19
1,0,4,0,6,0,29,103200,2027,2,20
1,3,3,5,6,0,26,98600,2027,2,21
0,4,0,1,2,2,19,94000,2027,2,22
1,3,0,6,3,3,0,118800,2027,2,25
0,5,2,1,4,3,21,109525,2027,2,27
0,0,0,5,1,0,29,123900,2027,3,3
1,0,8,5,6,2,12,105100,2027,3,5
0,0,3,5,0,2,7,85100,2027,3,6
0,0,7,3,4,0,7,100800,2027,3,7
1,0,2,7,3,3,0,51100,2027,3,9
1,5,1,2,4,0,7,79200,2027,3,10
1,4,1,7,2,0,7,10700,2027,3,11
1,4,1,3,1,1,10,65200,2027,3,13
0,5,1,7,1,2,7,59500,2027,3,15
1,5,7,6,2,1,1,138300,2027,3,16
1,1,8,6,1,2,1,34800,2027,3,19
1,4,0,4,6,0,25,79900,2027,3,22
1,2,3,7,2,0,2,46000,2027,3,25
1,3,3,4,6,1,8,131800,2027,3,26
1,1,3,6,3,1,14,149100,2027,3,27
1,1,1,4,5,2,22,56400,2027,3,30
1,2,0,5,3,0,18,83000,2027,3,31
0,1,2,6,5,0,10,21400,2027,4,1
0,5,6,1,6,1,18,106100,2027,4,3
0,1,2,5,0,0,17,68000,2027,4,4
0,2,3,2,2,1,24,29900,2027,4,5
1,2,1,1,2,3,19,125600,2027,4,6
0,4,1,2,3,3,15,74150,2027,4,7
1,5,2,3,2,2,10,22700,2027,4,8
1,0,3,2,2,0,6,138500,2027,4,9
0,0,3,0,0,0,25,12100,2027,4,10
0,2,2,7,3,1,15,132900,2027,4,18
0,2,7,3,6,2,10,95150,2027,4,19
1,1,6,2,3,0,5,57400,2027,4,20
0,3,8,5,3,3,1,54900,2027,4,21
1,4,3,5,3,2,4,61600,2027,4,22
1,2,6,4,5,2,7,68300,2027,4,23
0,3,3,5,0,1,17,68700,2027,4,24
1,2,7,4,6,1,10,90800,2027,4,25
0,0,0,5,6,0,5,87200,2027,4,28
1,3,8,2,4,0,9,100100,2027,4,29
1,3,2,7,5,1,17,90800,2027,5,1
1,5,0,1,3,3,21,123600,2027,5,2
1,4,2,5,6,3,17,110900,2027,5,4
0,2,5,5,1,0,13,80700,2027,5,5
1,4,1,4,4,1,9,47100,2027,5,6
0,0,1,1,0,0,7,49366,2027,5,8
1,3,8,3,3,0,11,45500,2027,5,11
1,2,3,0,6,0,13,43000,2027,5,12
0,0,2,1,1,1,14,149300,2027,5,15
0,1,0,3,1,1,9,6500,2027,5,16
0,2,5,6,0,1,4,122500,2027,5,17
0,2,5,5,3,3,6,140800,2027,5,18
0,1,1,0,2,1,9,83950,2027,5,19
0,2,3,7,3,0,14,110800,2027,5,21
1,2,3,6,4,1,17,18800,2027,5,22
1,2,0,5,1,1,20,24100,2027,5,23
1,2,3,5,5,1,19,29400,2027,5,24
1,2,7,5,1,1,29,34700,2027,5,25
0,2,0,7,2,0,3,82900,2027,5,30
0,2,7,3,6,2,0,84150,2027,6,1
0,0,1,5,6,2,0,108600,2027,6,3
0,1,3,1,0,0,1,88600,2027,6,5
0,4,1,3,4,0,2,20200,2027,6,7
0,4,2,5,2,3,27,54800,2027,6,8
1,2,7,5,0,1,22,54233,2027,6,9
1,2,2,0,2,2,19,53666,2027,6,10
1,2,0,3,6,0,20,49950,2027,6,13
0,2,7,1,0,2,22,60300,2027,6,14
0,0,3,1,2,0,14,70900,2027,6,20
0,2,3,5,4,1,16,26200,2027,6,21
1,2,8,2,6,0,17,145300,2027,6,22
1,5,2,5,6,2,3,59366,2027,6,24
0,4,0,7,3,0,14,16400,2027,6,25
0,2,6,0,4,1,1,93250,2027,6,27
0,1,5,6,3,0,0,78750,2027,6,29
0,3,3,3,6,0,1,59000,2027,6,30
1,3,4,4,2,1,2,119600,2027,7,1
1,3,7,5,4,2,3,142800,2027,7,2
1,2,7,2,4,0,27,28500,2027,7,3
0,0,3,4,3,2,6,37900,2027,7,4
1,3,3,5,2,1,4,32100,2027,7,5
0,4,2,1,1,2,9,89800,2027,7,6
1,3,4,7,5,0,26,72100,2027,7,10
0,5,1,1,4,0,15,100400,2027,7,13
1,2,5,0,3,1,22,89300,2027,7,15
0,1,0,4,4,2,25,45200,2027,7,16
1,4,6,2,6,0,9,132200,2027,7,20
1,0,5,5,0,0,8,139200,2027,7,21
1,5,4,4,0,1,11,34300,2027,7,22
1,0,3,5,1,1,10,133700,2027,7,23
1,5,7,5,5,3,22,125000,2027,7,27
0,2,3,5,1,1,23,128666,2027,8,1
1,4,0,3,4,1,24,54900,2027,8,5
1,2,1,6,1,3,17,86400,2027,8,7
0,0,6,7,6,1,26,76300,2027,8,8
1,0,8,5,6,2,27,58600,2027,8,10
0,1,4,5,5,1,24,135500,2027,8,11
1,5,0,5,1,1,1,51700,2027,8,13
0,3,5,1,1,2,0,88900,2027,8,14
1,2,4,3,3,3,16,114200,2027,8,19
0,0,1,0,5,3,7,76200,2027,8,21
1,3,3,1,6,2,30,65500,2027,8,23
1,2,2,3,5,1,25,135433,2027,8,25
0,2,2,7,0,0,23,121566,2027,8,26
1,4,3,7,2,1,11,125250,2027,8,28
1,2,6,2,6,1,4,77200,2027,8,30
1,2,1,5,6,0,2,15200,2027,9,4
1,5,4,1,1,3,23,33200,2027,9,6
1,1,3,5,3,1,29,25900,2027,9,7
0,2,3,1,2,0,22,35200,2027,9,9
1,0,3,5,1,1,19,41600,2027,9,10
0,2,8,5,6,2,4,25133,2027,9,12
0,2,4,3,6,0,25,133500,2027,9,14
1,4,3,2,3,1,19,113200,2027,9,19
1,3,3,1,5,1,27,12100,2027,9,23
1,3,5,2,2,1,24,7000,2027,9,24
0,2,7,5,5,2,21,30400,2027,9,25
0,0,0,2,1,0,16,53800,2027,9,26
0,1,1,7,4,3,19,137500,2027,9,28
1,4,2,5,5,2,28,12600,2027,9,29
0,2,0,1,0,0,18,142900,2027,9,30
1,1,1,6,0,1,21,139475,2027,10,1
0,0,3,0,6,0,18,132625,2027,10,3
0,3,6,7,3,1,23,129200,2027,10,4
0,1,2,6,6,0,6,103300,2027,10,7
1,2,3,0,6,2,14,63800,2027,10,8
0,5,1,2,4,1,10,73000,2027,10,10
1,2,3,4,2,3,9,114500,2027,10,11
0,0,2,1,1,1,13,59500,2027,10,12
1,0,8,5,2,2,25,43400,2027,10,13
0,2,8,3,6,0,8,119400,2027,10,18
1,2,0,6,5,2,9,38400,2027,10,24
0,3,8,6,6,2,13,41000,2027,10,26
1,2,1,7,2,2,16,34600,2027,10,27
1,3,3,1,0,3,16,88000,2027,10,30
1,3,8,2,5,2,19,11500,2027,11,7
0,2,0,0,3,0,19,41600,2027,11,8
1,1,1,1,5,0,18,128400,2027,11,12
0,0,1,1,3,0,7,116950,2027,11,14
1,3,2,5,0,0,21,122700,2027,11,17
0,5,0,7,6,0,20,75100,2027,11,19
1,5,7,5,2,2,27,83600,2027,11,20
0,5,3,3,6,1,20,102100,2027,11,21
1,0,4,4,3,2,14,120600,2027,11,22
1,1,1,2,3,3,29,146300,2027,11,25
1,1,7,2,6,1,10,7200,2027,11,26
1,2,3,0,5,2,1,37100,2027,11,28
1,3,8,4,6,0,5,104200,2027,11,30
0,4,8,4,6,0,15,35500,2027,12,1
1,4,3,7,2,0,25,37500,2027,12,2
1,4,5,3,6,0,20,39500,2027,12,3
1,1,6,1,5,0,16,104500,2027,12,4
0,5,2,2,6,0,12,148900,2027,12,5
0,1,3,2,6,0,8,124500,2027,12,8
0,1,8,1,3,1,8,124600,2027,12,9
1,0,4,3,6,0,9,112775,2027,12,10
0,1,3,4,0,1,7,100950,2027,12,11
1,1,2,5,6,3,5,89125,2027,12,12
1,4,3,1,6,1,16,77300,2027,12,13
1,4,8,7,0,3,18,45300,2027,12,14
0,1,8,4,5,2,20,41950,2027,12,15
0,2,4,5,0,0,30,97500,2027,12,19
0,1,6,5,4,1,23,76000,2027,12,21
0,0,5,3,5,0,20,43150,2027,12,22
1,4,3,0,6,3,14,124400,2027,12,28
1,2,1,7,2,1,10,68700,2027,12,29
0,1,7,4,5,2,11,97900,2027,12,31
1,5,7,7,3,2,9,70966,2028,1,1
1,3,5,3,6,0,7,44033,2028,1,2
0,4,0,0,0,0,3,133900,2028,1,4
0,4,1,5,3,0,3,58500,2028,1,7
1,4,1,5,0,0,3,34200,2028,1,8
0,2,5,0,5,3,10,10700,2028,1,9
1,5,6,1,2,3,0,46600,2028,1,10
1,0,3,5,2,1,9,10900,2028,1,13
0,2,3,0,5,2,15,74666,2028,1,19
1,3,6,0,5,3,10,72800,2028,1,21
1,2,5,3,2,0,25,140800,2028,1,25
1,1,6,5,5,1,25,113400,2028,1,26
0,3,0,4,4,2,25,54000,2028,1,29
0,5,7,7,5,3,25,72650,2028,1,31
1,4,8,4,5,0,25,87300,2028,2,1
0,3,7,3,2,1,21,79733,2028,2,2
1,3,2,1,6,3,15,72166,2028,2,3
1,3,3,6,4,1,9,64600,2028,2,4
0,5,2,5,6,2,27,106500,2028,2,5
0,3,4,2,0,0,24,148400,2028,2,6
0,2,7,1,3,1,19,91700,2028,2,8
1,3,4,3,6,1,24,107366,2028,2,10
0,4,4,4,4,1,24,115200,2028,2,11
1,0,5,3,4,2,24,38500,2028,2,12
1,1,0,5,6,0,24,104600,2028,2,13
1,0,1,5,3,0,6,33800,2028,2,16
0,4,8,0,2,0,8,50900,2028,2,19
0,4,7,4,5,0,12,17800,2028,2,22
1,2,4,4,1,2,10,98100,2028,2,26
1,3,3,5,5,1,2,145300,2028,2,27
0,0,4,7,4,1,3,63500,2028,2,28
0,0,2,1,5,1,4,16100,2028,2,29
1,3,7,5,5,3,5,105600,2028,3,1
0,5,2,7,0,0,8,51100,2028,3,3
0,1,6,2,6,1,24,7000,2028,3,5
1,5,3,3,4,0,18,7600,2028,3,6
1,5,5,0,5,3,13,122800,2028,3,7
1,0,7,1,4,3,8,61500,2028,3,8
0,3,2,5,0,0,2,56700,2028,3,10
1,5,4,5,0,1,14,36850,2028,3,15
1,2,1,2,1,2,7,24100,2028,3,16
1,2,6,7,3,0,12,28500,2028,3,17
0,3,5,2,0,0,17,32900,2028,3,18
1,2,2,5,4,0,22,114500,2028,3,19
0,2,7,1,6,0,28,124800,2028,3,20
1,1,7,0,6,2,14,105020,2028,3,21
0,4,5,5,6,1,27,65460,2028,3,23
0,1,1,0,0,1,5,25900,2028,3,25
0,2,6,6,3,1,7,83950,2028,3,30
0,4,0,5,0,1,19,78200,2028,4,5
1,0,2,5,6,1,20,48400,2028,4,6
0,1,8,5,3,1,21,15000,2028,4,7
1,2,5,5,6,1,11,147300,2028,4,9
1,0,6,4,6,1,5,63800,2028,4,11
0,1,7,7,6,1,4,88000,2028,4,12
1,4,0,7,6,0,5,48800,2028,4,16
1,2,6,3,6,0,24,26900,2028,4,19
0,1,5,6,0,3,24,35900,2028,4,24
1,2,2,2,6,3,29,45100,2028,4,25
0,5,5,1,0,3,3,127700,2028,4,28
1,0,6,2,6,0,20,34900,2028,5,2
0,2,8,1,3,0,8,131900,2028,5,5
1,5,0,5,6,1,5,74400,2028,5,6
0,2,6,0,6,3,23,105600,2028,5,7
0,5,6,1,5,1,22,82800,2028,5,10
0,3,3,7,5,3,1,26000,2028,5,11
1,1,3,3,0,0,27,145000,2028,5,12
1,3,3,4,4,3,20,96200,2028,5,13
1,4,7,5,1,1,21,43600,2028,5,15
1,5,0,0,3,3,28,97000,2028,5,19
1,1,5,7,6,1,17,92500,2028,5,22
1,1,6,0,1,2,14,140700,2028,5,23
0,2,4,3,0,0,12,52700,2028,5,24
0,4,7,1,1,0,10,74700,2028,5,25
1,1,0,6,5,0,28,27700,2028,5,29
0,0,3,3,0,3,17,126600,2028,5,30
0,3,4,5,4,3,7,25500,2028,5,31
0,4,6,5,5,0,18,143000,2028,6,1
0,1,7,1,0,3,16,106600,2028,6,2
0,2,6,4,3,2,26,49200,2028,6,11
1,1,7,4,4,3,19,146200,2028,6,13
1,5,1,0,6,1,15,9000,2028,6,17
0,2,6,1,2,1,18,113000,2028,6,18
0,2,3,5,3,0,22,92500,2028,6,21
